aquifer_type,chinese_type,well_id,Date,TASMAX,TAS,TASMIN,Humidity,Precipitation,GWL
f,裂隙水,HE_6253,1969-12-15,-0.1000000014901161,-2.742857183728899,-10.30000015348196,90.64285849354097,2.900000035762787,302.2
f,裂隙水,HE_6253,1969-12-22,0.5000000074505806,-8.985714419611863,-22.800000339746475,81.4142869274531,12.099999904632568,302.14
f,裂隙水,HE_6253,1969-12-29,1.100000016391277,-4.128571490091937,-12.90000019222498,89.52857276265111,3.599999964237213,302.1
f,裂隙水,HE_6253,1970-01-05,-0.5000000074505806,-6.057142947401319,-14.000000208616257,88.20000131428242,21.799999959766865,302.06
f,裂隙水,HE_6253,1970-01-12,4.90000007301569,-2.2428571762783185,-10.100000150501728,82.12857265238252,4.700000144541264,302.09
f,裂隙水,HE_6253,1970-01-19,3.200000047683716,-3.1428571896893636,-7.900000117719173,89.10000132769346,0.800000011920929,302.17
f,裂隙水,HE_6253,1970-01-26,3.200000047683716,-2.1857143182839667,-10.600000157952309,88.97142989720616,12.500000372529032,302.28
f,裂隙水,HE_6253,1970-02-02,2.7000000402331352,-3.857142914618765,-16.300000242888927,86.24285842797586,22.799999430775642,302.3
f,裂隙水,HE_6253,1970-02-09,5.200000077486038,1.1571428743856293,-8.00000011920929,84.0428583951933,24.599999584257603,302.65
f,裂隙水,HE_6253,1970-02-16,2.1000000312924385,-3.7000000551342964,-12.10000018030405,85.75714413502386,21.899999618530273,303.18
f,裂隙水,HE_6253,1970-02-23,7.000000104308128,0.028571428997176036,-7.300000108778477,87.5000013038516,38.90000033378601,304.1
f,裂隙水,HE_6253,1970-03-02,4.200000062584877,-1.7857143123235022,-10.500000156462193,86.5571441469448,15.399999931454659,305.41
f,裂隙水,HE_6253,1970-03-09,2.800000041723252,-1.9000000283122063,-9.3000001385808,82.41428694235427,17.40000009536743,305.61
f,裂隙水,HE_6253,1970-03-16,7.700000114738941,-0.028571428997176036,-8.800000131130219,77.87142973180327,0.8000000268220901,305.53
f,裂隙水,HE_6253,1970-03-23,12.000000178813934,4.528571496052401,-0.4000000059604645,82.20000122487545,13.299999713897705,305.85
f,裂隙水,HE_6253,1970-03-30,11.000000163912771,2.385714321264199,-5.4000000804662704,81.27142978246722,16.799999952316284,306.25
f,裂隙水,HE_6253,1970-04-06,7.800000116229057,1.671428596334798,-4.400000065565109,81.81428693341357,22.299999952316284,306.57
f,裂隙水,HE_6253,1970-04-13,9.600000143051147,2.6571428967373714,-2.7000000402331352,85.30000127106905,36.90000040829182,306.61
f,裂隙水,HE_6253,1970-04-20,19.80000029504299,9.014285848609038,-0.2000000029802322,75.62857255552497,17.500000096857548,306.83
f,裂隙水,HE_6253,1970-04-27,13.100000195205212,8.628571557147163,-0.2000000029802322,81.02857263599124,13.19999971985817,306.98
f,裂隙水,HE_6253,1970-05-04,14.500000216066836,5.5285715109535625,0.2000000029802322,80.71428691702229,22.40000021457672,306.66
f,裂隙水,HE_6253,1970-05-11,22.500000335276127,14.457143072571073,5.200000077486038,68.82857245419707,15.499999597668646,306.51
f,裂隙水,HE_6253,1970-05-18,18.100000269711018,11.714285888842173,3.1000000461936,81.1857154954757,30.399999417364597,306.3
f,裂隙水,HE_6253,1970-05-25,20.10000029951334,10.385714440473489,3.1000000461936,73.0857153747763,11.600000001490116,306.07
f,裂隙水,HE_6253,1970-06-01,18.6000002771616,10.900000162422657,4.000000059604645,81.25714406796864,7.299999982118607,305.9
f,裂隙水,HE_6253,1970-06-08,25.300000376999375,14.457143072571073,2.0000000298023224,68.72857245270696,8.199999906122684,305.73
f,裂隙水,HE_6253,1970-06-15,24.8000003695488,16.64285739085504,4.700000070035458,69.9714296140841,29.899999618530277,305.58
f,裂隙水,HE_6253,1970-06-22,29.60000044107437,19.057143141116416,9.600000143051147,63.14285808375904,4.400000095367432,305.45
f,裂隙水,HE_6253,1970-06-29,29.50000043958425,18.9571431396263,12.300000183284284,72.77142965580735,20.50000035762787,305.22
f,裂隙水,HE_6253,1970-07-06,23.100000344216824,13.242857340191092,8.600000128149986,81.12857263748135,25.900000706315044,305.01
f,裂隙水,HE_6253,1970-07-13,29.10000043362379,18.30000027269125,9.00000013411045,70.2142867605601,1.899999976158142,304.83
f,裂隙水,HE_6253,1970-07-20,23.300000347197056,13.314285912684031,6.500000096857548,78.95714403369597,22.39999983459711,304.58
f,裂隙水,HE_6253,1970-07-27,25.600000381469727,15.242857369993414,6.70000009983778,77.60000115633011,24.299999952316284,304.58
f,裂隙水,HE_6253,1970-08-03,25.80000038444996,18.38571455968278,11.10000016540289,80.65714405902794,17.90000043064356,304.4
f,裂隙水,HE_6253,1970-08-10,28.300000421702865,18.557143133665836,11.500000171363354,82.44285837135145,17.70000046491623,304.18
f,裂隙水,HE_6253,1970-08-17,25.100000374019142,15.314285942486354,6.400000095367432,78.02857259128776,37.500000178813934,304.07
f,裂隙水,HE_6253,1970-08-24,24.100000359117985,13.871428778128964,7.200000107288361,87.44285844585725,31.70000024139881,304.05
f,裂隙水,HE_6253,1970-08-31,24.8000003695488,15.41428594397647,8.50000012665987,76.5428582834346,0.0,304.0
f,裂隙水,HE_6253,1970-09-07,19.60000029206276,13.714285918644496,4.700000070035458,76.40000113844872,10.000000059604645,303.93
f,裂隙水,HE_6253,1970-09-14,26.00000038743019,14.500000216066837,7.000000104308128,80.18571548057454,32.40000009536743,303.85
f,裂隙水,HE_6253,1970-09-21,23.80000035464764,14.271428784089428,5.700000084936619,81.60000121593475,16.199999809265137,303.74
f,裂隙水,HE_6253,1970-09-28,18.6000002771616,10.414285869470664,2.200000032782554,80.20000119507313,3.2000000029802322,303.63
f,裂隙水,HE_6253,1970-10-05,18.30000027269125,9.257142995085035,2.7000000402331352,85.98571556700128,60.99999809265137,303.63
f,裂隙水,HE_6253,1970-10-12,18.6000002771616,12.914285906723567,8.600000128149986,87.05714415439537,0.2000000029802322,303.66
f,裂隙水,HE_6253,1970-10-19,13.100000195205212,7.642857256744589,-0.6000000089406967,84.10000125318766,6.40000007301569,303.7
f,裂隙水,HE_6253,1970-10-26,9.600000143051147,5.485714367457798,-0.5000000074505806,89.02857275520053,33.60000038146973,303.73
f,裂隙水,HE_6253,1970-11-02,11.900000177323818,9.014285848609038,2.500000037252903,87.65714416333607,24.800000078976154,303.85
f,裂隙水,HE_6253,1970-11-09,13.500000201165676,5.971428660409791,-0.5000000074505806,84.2714298271707,17.899999767541885,304.0
f,裂隙水,HE_6253,1970-11-16,13.000000193715096,5.214285791984627,0.1000000014901161,86.61428700493914,7.0000001564621925,304.09
f,裂隙水,HE_6253,1970-11-23,13.100000195205212,5.5285715109535625,-0.2000000029802322,88.32857274476972,7.299999788403511,304.26
f,裂隙水,HE_6253,1970-11-30,9.3000001385808,2.9285714722105434,-1.700000025331974,88.11428702729089,2.3999999538064003,304.34
f,裂隙水,HE_6253,1970-12-07,8.100000120699406,4.414285780063698,-0.6000000089406967,88.67142989273582,22.499999821186066,304.34
f,裂隙水,HE_6253,1970-12-14,5.200000077486038,2.3285714632698467,-1.3000000193715096,89.95714419760874,1.8000000268220901,304.33
f,裂隙水,HE_6253,1970-12-21,3.200000047683716,1.0571428728955132,-1.3000000193715096,89.02857275520053,4.899999834597111,304.22
f,裂隙水,HE_6253,1970-12-28,-0.4000000059604645,-4.985714360007218,-9.900000147521496,85.55714413204363,5.000000044703484,304.18
f,裂隙水,HE_6253,1971-01-04,-1.80000002682209,-7.900000117719173,-16.600000247359276,83.40000124275684,9.100000001490116,304.13
f,裂隙水,HE_6253,1971-01-11,5.000000074505806,-6.600000098347664,-20.10000029951334,77.67142972882304,0.0,304.08
f,裂隙水,HE_6253,1971-01-18,3.200000047683716,-2.7857143272246634,-11.30000016838312,85.92857270900693,3.500000052154064,304.1
f,裂隙水,HE_6253,1971-01-25,8.100000120699406,3.442857194159712,-2.7000000402331352,86.88571558041232,5.100000098347664,304.13
f,裂隙水,HE_6253,1971-02-01,9.00000013411045,3.442857194159712,-3.200000047683716,83.30000124126673,11.600000001490116,304.18
f,裂隙水,HE_6253,1971-02-08,6.000000089406967,1.5428571658475059,-6.400000095367432,87.68571559233325,4.400000117719173,304.23
f,裂隙水,HE_6253,1971-02-15,7.700000114738941,2.485714322754315,-3.700000055134296,83.81428696321589,0.699999988079071,304.41
f,裂隙水,HE_6253,1971-02-22,6.000000089406967,1.8714285993150301,-2.1000000312924385,90.05714419909886,17.00000035762787,304.33
f,裂隙水,HE_6253,1971-03-01,3.9000000581145287,-2.1714286037853787,-9.600000143051147,83.05714409479073,7.899999849498272,304.21
f,裂隙水,HE_6253,1971-03-08,2.7000000402331352,-7.142857249294009,-15.500000230968,79.54285832813808,1.3000000268220901,304.23
f,裂隙水,HE_6253,1971-03-15,11.800000175833702,1.3142857338700975,-8.900000132620335,80.828572633011,2.9000000059604645,304.23
f,裂隙水,HE_6253,1971-03-22,12.600000187754633,5.457142938460622,-1.80000002682209,79.22857260916915,1.2000000178813934,304.33
f,裂隙水,HE_6253,1971-03-29,7.700000114738941,2.385714321264199,-3.200000047683716,85.128572697086,5.3999998569488525,304.08
f,裂隙水,HE_6253,1971-04-05,17.30000025779009,6.642857241843428,0.2000000029802322,79.90000119060278,0.2000000029802322,304.04
f,裂隙水,HE_6253,1971-04-12,15.900000236928465,8.442857268665518,-0.9000000134110451,75.3428582655532,0.0,303.98
f,裂隙水,HE_6253,1971-04-19,21.1000003144145,8.585714413651399,-1.80000002682209,61.44285805842706,5.5,303.83
f,裂隙水,HE_6253,1971-04-26,22.100000329315662,9.628571572048324,0.5000000074505806,72.957143944289,36.80000019073486,303.83
f,裂隙水,HE_6253,1971-05-03,13.40000019967556,5.057142932500158,-3.000000044703484,70.37142962004457,0.9999999776482582,303.73
f,裂隙水,HE_6253,1971-05-10,24.300000362098217,12.800000190734863,-0.6000000089406967,62.72857236329998,0.2000000029802322,303.65
f,裂隙水,HE_6253,1971-05-17,27.700000412762165,16.84285739383527,6.200000092387199,73.12857251827207,28.799999058246613,303.6
f,裂隙水,HE_6253,1971-05-24,27.200000405311584,14.957143080021654,9.00000013411045,82.91428694980485,35.30000016838312,303.6
f,裂隙水,HE_6253,1971-05-31,21.800000324845318,13.000000193715096,6.800000101327896,82.80000123381615,37.199999645352364,303.79
f,裂隙水,HE_6253,1971-06-07,25.100000374019142,16.557143103863513,10.30000015348196,78.54285831323692,11.000000163912773,303.86
f,裂隙水,HE_6253,1971-06-14,21.1000003144145,13.728571633143085,6.200000092387199,81.14285835197994,33.30000091344118,304.15
f,裂隙水,HE_6253,1971-06-21,16.100000239908695,10.342857296977725,6.200000092387199,86.3285727149674,32.900000154972076,304.44
f,裂隙水,HE_6253,1971-06-28,23.500000350177288,13.785714491137437,6.200000092387199,77.51428686933858,21.99999962002039,304.93
f,裂隙水,HE_6253,1971-07-05,24.8000003695488,13.571428773658615,4.200000062584877,74.72857254211392,3.099999964237213,304.93
f,裂隙水,HE_6253,1971-07-12,29.000000432133675,20.24285744449922,8.50000012665987,68.38571530474084,0.0,304.66
f,裂隙水,HE_6253,1971-07-19,20.30000030249357,13.75714306214026,4.000000059604645,68.91428674118859,0.0,304.53
f,裂隙水,HE_6253,1971-07-26,28.60000042617321,17.37142883028303,5.500000081956387,67.57142957832131,0.0,304.5
f,裂隙水,HE_6253,1971-08-02,33.20000049471855,19.95714315452746,10.500000156462193,71.62857249592032,9.700000047683716,303.96
f,裂隙水,HE_6253,1971-08-09,33.600000500679016,18.471428846674307,7.700000114738941,67.75714386680296,2.300000049173832,303.54
f,裂隙水,HE_6253,1971-08-16,29.10000043362379,18.01428598271949,9.500000141561031,64.40000095963478,0.4000000059604645,303.51
f,裂隙水,HE_6253,1971-08-23,31.80000047385693,17.985714553722314,4.200000062584877,69.88571532709258,18.5999995470047,303.44
f,裂隙水,HE_6253,1971-08-30,21.60000032186508,15.12857165400471,8.50000012665987,74.48571539563792,11.89999969303608,303.42
f,裂隙水,HE_6253,1971-09-06,23.600000351667404,13.61428591715438,5.700000084936619,75.04285826108286,1.1000000014901161,303.48
f,裂隙水,HE_6253,1971-09-13,19.30000028759241,11.071428736405712,2.200000032782554,75.41428683804614,8.299999743700027,303.35
f,裂隙水,HE_6253,1971-09-20,19.30000028759241,8.42857155416693,-0.1000000014901161,78.42857259724822,3.400000035762787,303.29
f,裂隙水,HE_6253,1971-09-27,24.00000035762787,12.785714476236276,3.6000000536441803,78.17142973627362,16.900000244379044,303.2
f,裂隙水,HE_6253,1971-10-04,21.800000324845318,10.757143017436777,4.700000070035458,83.90000125020742,0.9999999776482582,303.06
f,裂隙水,HE_6253,1971-10-11,19.10000028461218,7.800000116229057,-3.700000055134296,72.41428679334265,0.0,302.91
f,裂隙水,HE_6253,1971-10-18,18.80000028014183,6.571428669350488,-3.200000047683716,78.05714402028492,26.799999810755253,302.85
f,裂隙水,HE_6253,1971-10-25,18.6000002771616,11.000000163912773,4.200000062584877,79.65714404412678,12.300000466406345,302.81
f,裂隙水,HE_6253,1971-11-01,10.80000016093254,4.785714357026985,-2.1000000312924385,79.48571547014373,0.0,302.84
f,裂隙水,HE_6253,1971-11-08,14.600000217556952,6.800000101327896,0.2000000029802322,80.07142976458583,1.699999988079071,302.79
f,裂隙水,HE_6253,1971-11-15,7.000000104308128,2.9142857577119554,-4.700000070035458,87.95714416780642,5.600000075995922,302.85
f,裂隙水,HE_6253,1971-11-22,8.800000131130219,0.8714285844138691,-9.600000143051147,84.65714411863259,61.59999918937683,302.82
f,裂隙水,HE_6253,1971-11-29,4.700000070035458,0.5571428654449325,-6.70000009983778,90.4714299195579,7.299999952316284,302.84
f,裂隙水,HE_6253,1971-12-06,5.700000084936619,3.17142861868654,1.100000016391277,90.00000134110451,0.3000000119209289,303.05
f,裂隙水,HE_6253,1971-12-13,7.900000117719173,3.0857143316950117,-6.70000009983778,87.42857273135867,13.399999909102917,302.88
f,裂隙水,HE_6253,1971-12-20,7.500000111758709,3.31428576367242,-2.3000000342726707,88.85714418121746,7.3999998569488525,302.8
f,裂隙水,HE_6253,1971-12-27,11.500000171363354,5.342857222471919,-0.4000000059604645,88.88571561021465,0.8000000268220901,302.62
f,裂隙水,HE_6253,1972-01-03,4.000000059604645,-0.4000000059604644,-6.000000089406967,88.77142989422593,6.500000059604645,302.77
f,裂隙水,HE_6253,1972-01-10,1.80000002682209,-1.1714285888842173,-6.400000095367432,90.04285848460027,1.8000000268220901,302.79
f,裂隙水,HE_6253,1972-01-17,2.0000000298023224,-3.7285714841314723,-12.4000001847744,81.71428693192345,0.0,302.75
f,裂隙水,HE_6253,1972-01-24,2.3000000342726707,-2.8714286142161916,-13.500000201165676,84.01428696619612,0.9000000134110451,302.64
f,裂隙水,HE_6253,1972-01-31,2.1000000312924385,-4.485714352556637,-14.100000210106373,83.98571553719896,2.1000000834465027,302.45
f,裂隙水,HE_6253,1972-02-07,8.400000125169754,-0.45714286395481657,-17.30000025779009,75.8142868440066,1.3999999538064003,302.38
f,裂隙水,HE_6253,1972-02-14,7.500000111758709,2.7857143272246634,-2.500000037252903,86.68571557743209,4.200000084936619,302.35
f,裂隙水,HE_6253,1972-02-21,9.3000001385808,2.1714286037853787,-3.200000047683716,82.8571440918105,0.0,302.3
f,裂隙水,HE_6253,1972-02-28,9.400000140070915,3.157142904187952,-2.500000037252903,89.32857275967088,0.1000000014901161,302.27
f,裂隙水,HE_6253,1972-03-06,9.500000141561031,3.6571429116385326,-0.4000000059604645,81.31428692596299,2.3999999165534973,302.25
f,裂隙水,HE_6253,1972-03-13,9.900000147521496,1.1142857308898653,-8.600000128149986,81.7714297899178,17.19999998807907,302.32
f,裂隙水,HE_6253,1972-03-20,18.6000002771616,7.457142968262945,-1.600000023841858,67.58571529281991,0.0,302.28
f,裂隙水,HE_6253,1972-03-27,16.600000247359276,6.371428666370256,-2.800000041723252,71.07142963047538,16.5,302.34
f,裂隙水,HE_6253,1972-04-03,12.500000186264517,6.142857234392848,0.5000000074505806,81.35714406945876,13.79999977350235,302.82
f,裂隙水,HE_6253,1972-04-10,15.000000223517418,7.671428685741765,-0.2000000029802322,80.20000119507313,27.8000004068017,303.41
f,裂隙水,HE_6253,1972-04-17,14.600000217556952,6.514285811356136,1.600000023841858,77.27142972286258,5.7000001817941675,303.63
f,裂隙水,HE_6253,1972-04-24,13.600000202655792,6.742857243333544,-0.6000000089406967,72.20000107586384,15.699999704957007,303.66
f,裂隙水,HE_6253,1972-05-01,20.800000309944156,6.714285814336368,-2.800000041723252,68.74285816720554,4.799999989569187,303.58
f,裂隙水,HE_6253,1972-05-08,21.50000032037497,12.271428754287106,4.000000059604645,72.64285822532007,7.500000067055225,303.55
f,裂隙水,HE_6253,1972-05-15,18.30000027269125,8.414285839668342,3.500000052154064,84.8714298361114,30.599999524652958,303.6
f,裂隙水,HE_6253,1972-05-22,20.500000305473804,9.885714433022908,2.600000038743019,74.78571540010827,13.39999971538782,303.64
f,裂隙水,HE_6253,1972-05-29,24.300000362098217,12.414285899272986,5.700000084936619,75.41428683804614,32.00000011920929,303.68
f,裂隙水,HE_6253,1972-06-05,27.500000409781933,13.271428769188267,5.200000077486038,68.11428672926766,3.0000000298023224,303.66
f,裂隙水,HE_6253,1972-06-12,23.300000347197056,12.971428764717919,4.500000067055225,76.47142971094165,60.10000091791153,303.8
f,裂隙水,HE_6253,1972-06-19,20.60000030696392,13.128571624202388,6.900000102818012,79.34285832515785,17.100000143051147,303.89
f,裂隙水,HE_6253,1972-06-26,24.00000035762787,13.800000205636024,5.200000077486038,69.24285817465612,10.100000023841858,303.93
f,裂隙水,HE_6253,1972-07-03,25.100000374019142,14.042857352112021,7.700000114738941,81.44285835645029,44.599999740719795,303.91
f,裂隙水,HE_6253,1972-07-10,28.300000421702865,17.028571682316915,8.800000131130219,76.98571543289083,53.799999713897705,304.18
f,裂隙水,HE_6253,1972-07-17,28.80000042915344,16.485714531370572,6.400000095367432,74.11428681867463,0.5000000149011611,304.71
f,裂隙水,HE_6253,1972-07-24,30.600000455975533,21.600000321865082,14.900000222027302,72.471429651337,36.999999046325684,304.84
f,裂隙水,HE_6253,1972-07-31,20.10000029951334,14.600000217556953,7.900000117719173,82.42857265685286,49.99999864399433,305.37
f,裂隙水,HE_6253,1972-08-07,27.3000004068017,15.485714516469411,9.3000001385808,74.92857254509416,3.6999999657273293,305.5
f,裂隙水,HE_6253,1972-08-14,28.300000421702865,19.08571457011359,8.800000131130219,79.68571547312396,59.59999976307154,305.65
f,裂隙水,HE_6253,1972-08-21,21.1000003144145,13.028571622712272,7.000000104308128,84.0428583951933,53.200000405311584,306.22
f,裂隙水,HE_6253,1972-08-28,19.30000028759241,12.642857331250395,5.700000084936619,80.40000119805336,3.900000095367432,306.32
f,裂隙水,HE_6253,1972-09-04,20.30000030249357,12.800000190734863,6.200000092387199,77.00000114738941,0.3000000044703483,305.86
f,裂隙水,HE_6253,1972-09-11,22.800000339746475,13.942857350621905,6.200000092387199,81.48571549994605,19.200000196695328,305.64
f,裂隙水,HE_6253,1972-09-18,15.800000235438349,7.700000114738941,1.80000002682209,84.400001257658,12.400000050663948,305.35
f,裂隙水,HE_6253,1972-09-25,17.600000262260437,8.700000129640102,2.200000032782554,79.82857261810985,3.500000014901161,305.1
f,裂隙水,HE_6253,1972-10-02,11.800000175833702,7.314285823277065,-0.2000000029802322,82.58571551633733,2.700000047683716,304.82
f,裂隙水,HE_6253,1972-10-09,19.500000290572643,6.742857243333544,-2.7000000402331352,72.714286797813,0.0,304.6
f,裂隙水,HE_6253,1972-10-16,17.600000262260437,6.000000089406967,-0.4000000059604645,81.50000121444464,0.0,304.3
f,裂隙水,HE_6253,1972-10-23,11.900000177323818,3.9428572016102925,-4.700000070035458,80.75714406051806,16.79999977350235,304.15
f,裂隙水,HE_6253,1972-10-30,14.900000222027302,7.1000001057982445,-2.800000041723252,83.52857267324414,10.499999701976776,303.92
f,裂隙水,HE_6253,1972-11-06,11.900000177323818,6.128571519894259,1.0000000149011612,89.12857275669064,0.4000000059604644,303.71
f,裂隙水,HE_6253,1972-11-13,11.500000171363354,7.157142963792596,0.5000000074505806,85.78571556402105,23.40000009536743,303.66
f,裂隙水,HE_6253,1972-11-20,6.200000092387199,1.2142857323799814,-4.000000059604645,86.5571441469448,26.29999965429306,303.74
f,裂隙水,HE_6253,1972-11-27,6.900000102818012,1.1857143033828055,-7.000000104308128,84.47142983015094,2.0999999567866325,303.79
f,裂隙水,HE_6253,1972-12-04,6.200000092387199,3.157142904187952,-1.3000000193715096,84.7571441201227,3.100000098347664,303.76
f,裂隙水,HE_6253,1972-12-11,9.00000013411045,4.6000000685453415,-0.2000000029802322,82.72857266132321,8.199999809265137,303.7
f,裂隙水,HE_6253,1972-12-18,7.400000110268593,0.7714285829237529,-4.700000070035458,85.51428698854787,0.0,303.64
f,裂隙水,HE_6253,1972-12-25,2.0000000298023224,-4.400000065565109,-9.80000014603138,86.58571557594198,0.8999999761581421,303.56
f,裂隙水,HE_6253,1973-01-01,1.100000016391277,-5.357142936970506,-13.600000202655792,75.2142868350659,0.0,303.49
f,裂隙水,HE_6253,1973-01-08,1.100000016391277,-1.9428571718079704,-10.900000162422655,91.01428707050425,3.5999999195337296,303.4
f,裂隙水,HE_6253,1973-01-15,3.400000050663948,0.5571428654449326,-3.500000052154064,88.700001321733,6.900000050663948,303.31
